1,2,9,0,0,8,1,0,0,0,1,30,11,0,2,2,0,2,0,0,23,3,1,0,12,0,2,5,1,8,1,51,1,1,8,3,10,0,0,6,27,3,6,4,0,0,2,0,0,2,0,0,0,0,3,2,24,0,10,0,1,0,5,0,0,0,2,0,0,12,0,13,1,12,0,1,0,17,6,8,0,9,26,2,3,22,13,0,1,7,0,0,0,6,1,0,0,1,0,23,3,0,36,0,0,1,14,0,1,4,1,0,0,4,0,2,0,1,0,11,0,0,0,0,5,21,0,1,0,0,0,0,0,4,3,3,0,0,0,0,1
1,2,9,0,0,8,1,0,0,0,1,30,11,0,2,2,0,2,0,0,23,3,1,0,12,0,2,5,1,8,1,51,1,1,8,3,10,0,0,6,27,3,6,4,0,0,2,0,0,2,0,0,0,0,3,2,24,0,10,0,1,0,5,0,0,0,2,0,0,12,0,13,1,12,0,1,0,17,6,8,0,9,26,2,3,22,13,0,1,7,0,0,0,6,1,0,0,1,0,23,3,0,36,0,0,1,14,0,1,4,1,0,0,4,0,2,0,1,0,11,0,0,0,0,5,21,0,1,0,0,0,0,0,4,3,3,0,0,0,0,1
1,2,9,0,0,8,1,0,0,0,1,30,11,0,2,2,0,2,0,0,23,3,1,0,12,0,2,5,1,8,1,51,1,1,8,3,10,0,0,6,27,3,6,4,0,0,2,0,0,2,0,0,0,0,3,2,24,0,10,0,1,0,5,0,0,0,2,0,0,12,0,13,1,12,0,1,0,17,6,8,0,9,26,2,3,22,13,0,1,7,0,0,0,6,1,0,0,1,0,23,3,0,36,0,0,1,14,0,1,4,1,0,0,4,0,2,0,1,0,11,0,0,0,0,5,21,0,1,0,0,0,0,0,4,3,3,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,9,0,0,0,2,0,33,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,6,0,4,0,0,42,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,7,1,0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,1,0,44,0,0,0,0,0,0,0,9,0,0,0,41,0,0,2,32,0,150,0,0,0,0,0,23,0,0,0,0,83,0,0,0,42,2,0,0,0,0,13,0,1,0,0,0,56,0,0,0,15,1,9,0,0,1,0,6,0,0,34,0,0,1,0,11,0,0,5,7,6,2,12,3,78,0,0,0,0,0,0,0,0,0,24,0,0,0,0,36,0,0,67,0,0,2,0,0,11,5,0,0,6,0,3,0,0,0,0,0,0,0,0,2,31,0,0,13,0,0,0
1,2,9,0,0,8,1,0,0,0,1,30,11,0,2,2,0,2,0,0,23,3,1,0,12,0,2,5,1,8,1,51,1,1,8,3,10,0,0,6,27,3,6,4,0,0,2,0,0,2,0,0,0,0,3,2,24,0,10,0,1,0,5,0,0,0,2,0,0,12,0,13,1,12,0,1,0,17,6,8,0,9,26,2,3,22,13,0,1,7,0,0,0,6,1,0,0,1,0,23,3,0,36,0,0,1,14,0,1,4,1,0,0,4,0,2,0,1,0,11,0,0,0,0,5,21,0,1,0,0,0,0,0,4,3,3,0,0,0,0,1
1,2,9,0,0,8,1,0,0,0,1,30,11,0,2,2,0,2,0,0,23,3,1,0,12,0,2,5,1,8,1,51,1,1,8,3,10,0,0,6,27,3,6,4,0,0,2,0,0,2,0,0,0,0,3,2,24,0,10,0,1,0,5,0,0,0,2,0,0,12,0,13,1,12,0,1,0,17,6,8,0,9,26,2,3,22,13,0,1,7,0,0,0,6,1,0,0,1,0,23,3,0,36,0,0,1,14,0,1,4,1,0,0,4,0,2,0,1,0,11,0,0,0,0,5,21,0,1,0,0,0,0,0,4,3,3,0,0,0,0,1
0,1,3,0,0,0,2,44,6,1,0,6,7,24,2,4,1,31,1,2,1,1,0,0,5,51,0,97,0,3,0,2,0,0,1,0,11,0,0,2,0,1,4,4,0,0,2,0,0,0,0,0,0,0,0,39,0,11,2,0,0,0,2,0,125,73,0,0,0,0,0,29,1,7,0,0,0,1,3,2,0,0,0,41,0,2,0,0,24,2,2,0,0,6,0,0,0,55,6,2,0,0,0,0,0,0,13,0,0,10,9,0,0,0,0,0,0,1,0,6,9,0,0,0,66,3,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0
1,1,4,0,0,1,3,0,1,1,1,1,79,0,2,6,1,2,21,0,2,2,0,0,58,211,12,208,1,4,1,4,13,0,4,1,69,0,0,4,1,1,4,12,0,0,2,0,0,1,0,0,0,0,0,52,0,76,5,0,1,0,4,0,90,75,1,0,0,0,0,112,2,93,0,1,0,2,4,4,0,1,1,3,1,4,1,0,44,4,2,0,0,56,0,0,0,158,3,13,1,0,1,0,0,1,224,0,1,6,2,0,0,1,0,2,0,1,0,56,17,0,0,0,22,4,0,1,30,0,0,0,0,3,0,0,0,2,3,0,13
1,1,4,0,0,1,3,0,1,1,1,1,79,0,2,6,1,2,21,0,2,2,0,0,58,211,12,208,1,4,1,4,13,0,4,1,69,0,0,4,1,1,4,12,0,0,2,0,0,1,0,0,0,0,0,52,0,76,5,0,1,0,4,0,90,75,1,0,0,0,0,112,2,93,0,1,0,2,4,4,0,1,1,3,1,4,1,0,44,4,2,0,0,56,0,0,0,158,3,13,1,0,1,0,0,1,224,0,1,6,2,0,0,1,0,2,0,1,0,56,17,0,0,0,22,4,0,1,30,0,0,0,0,3,0,0,0,2,3,0,13
